id_ligne,id_commande,code_produit,numero_lot,quantite_commandee,quantite_livree,taux_satisfaction,montant
468,83,PP00018,LOT14809,380,283,0.7447,7720610.73
469,84,SI00006,LOT67912,70,59,0.8429,1323812.5
470,84,CA00006,LOT47930,200,172,0.86,4302495.72
471,84,AP00001,LOT10371,340,257,0.7559,4635141.49
472,84,MC00009,LOT42177,424,356,0.8396,15491493.08
473,84,MC00004,LOT23356,356,346,0.9719,9747339.0
474,84,AP00010,LOT22999,85,73,0.8588,1680447.59
475,84,PA00013,LOT44760,469,365,0.7783,6930809.8
476,84,SI00021,LOT65108,50,46,0.92,1186428.78
477,85,AP00009,LOT52622,147,126,0.8571,3197868.66
478,85,CA00017,LOT94012,332,247,0.744,3673712.51
479,85,MN00015,LOT25220,259,231,0.8919,1481342.94
480,85,MM00006,LOT47072,317,284,0.8959,893205.56
481,85,MC00012,LOT82848,116,87,0.75,220319.67
482,86,MN00006,LOT85965,360,329,0.9139,539961.38
483,86,AP00004,LOT24896,156,139,0.891,6462357.42
484,86,MM00020,LOT70236,476,344,0.7227,13845993.12
485,86,SI00022,LOT63225,81,65,0.8025,2432975.35
486,86,CA00013,LOT66155,262,248,0.9466,9899721.04
487,86,MC00006,LOT11658,79,74,0.9367,1037847.78
488,86,SI00013,LOT39219,70,64,0.9143,2680855.68
489,87,SI00016,LOT15014,341,302,0.8856,2949332.0
490,87,MM00005,LOT19150,433,375,0.8661,14084741.25
491,87,MC00011,LOT37802,442,394,0.8914,7304838.8
492,87,SI00005,LOT15778,284,258,0.9085,5657080.86
493,87,SI00006,LOT67912,103,77,0.7476,757636.11
494,87,MM00003,LOT76698,255,217,0.851,7208536.02
495,87,MN00015,LOT25220,323,322,0.9969,7311847.2
496,87,SI00020,LOT50538,230,223,0.9696,6233739.77
497,88,SI00018,LOT10221,431,334,0.7749,16072393.96
498,88,MM00013,LOT62098,279,275,0.9857,277637.25
499,88,MM00008,LOT52176,67,66,0.9851,1992697.08
500,88,SI00011,LOT97806,315,233,0.7397,10397834.7
501,88,MC00009,LOT42177,53,41,0.7736,486770.45
502,88,AP00021,LOT79531,488,387,0.793,15017391.81
503,88,MM00009,LOT15720,403,381,0.9454,17539902.69
504,89,PP00008,LOT47056,120,93,0.775,4147022.52
505,89,MC00004,LOT23356,177,136,0.7684,5540999.04
506,89,PA00018,LOT87924,97,84,0.866,2426271.12
507,90,AP00001,LOT10371,203,144,0.7094,5847655.68
508,90,AP00004,LOT24896,245,177,0.7224,662017.17
509,90,MM00016,LOT68153,444,355,0.7995,15658989.65
510,90,PA00003,LOT54313,272,224,0.8235,9749313.28
511,90,MM00021,LOT98815,495,460,0.9293,17312675.0
512,90,MN00011,LOT69609,484,426,0.8802,664679.28
513,91,MM00013,LOT62098,75,67,0.8933,3341357.0
514,91,PA00017,LOT18907,278,257,0.9245,7501184.93
515,91,TU00018,LOT83975,96,73,0.7604,1109554.01
516,91,PP00019,LOT77449,251,186,0.741,3249836.64
517,91,AP00003,LOT52437,293,255,0.8703,871141.2
518,91,SI00013,LOT39219,254,197,0.7756,4043980.54
519,91,PA00018,LOT87924,272,253,0.9301,1869260.14
520,92,MN00004,LOT38705,447,370,0.8277,12784299.2
521,92,AP00013,LOT72163,344,250,0.7267,8478907.5
522,92,MM00003,LOT76698,266,215,0.8083,2221810.0
523,92,SI00020,LOT50538,226,198,0.8761,432853.74
524,92,SI00019,LOT91678,206,154,0.7476,2792959.4
525,92,CA00019,LOT89818,470,468,0.9957,10608764.4
526,92,TU00003,LOT40784,124,103,0.8306,4767504.35
527,93,CA00014,LOT21915,461,338,0.7332,7791920.76
528,93,SI00019,LOT91678,61,48,0.7869,1788510.72
529,93,MN00005,LOT92345,158,120,0.7595,3196803.6
530,93,PA00016,LOT79615,182,157,0.8626,4950062.42
531,93,TU00008,LOT83259,122,110,0.9016,3711924.7
532,93,CA00004,LOT15695,242,211,0.8719,7071219.79
533,93,TU00022,LOT14067,72,55,0.7639,216996.45
534,93,AP00002,LOT96646,152,142,0.9342,4441798.34
535,94,TU00004,LOT72277,247,190,0.7692,3734328.4
536,94,MN00016,LOT64935,413,301,0.7288,4953659.34
537,94,MN00015,LOT25220,493,433,0.8783,2300533.33
538,94,MC00005,LOT15383,151,128,0.8477,3000490.24
539,94,PA00006,LOT85525,414,292,0.7053,3831685.32
540,94,CA00005,LOT48427,321,254,0.7913,6351704.34
541,94,TU00009,LOT81810,431,322,0.7471,5793494.84
542,94,MN00013,LOT89964,230,185,0.8043,2925586.3
543,95,SI00022,LOT63225,251,82,0.3267,434760.72
544,95,MC00012,LOT82848,245,63,0.2571,2155970.25
545,95,CA00008,LOT89840,496,155,0.3125,1882315.35
546,95,MM00011,LOT23154,173,49,0.2832,1072942.22
547,95,TU00006,LOT65724,209,95,0.4545,1627820.25
548,95,SI00014,LOT46585,327,21,0.0642,692394.36
549,95,PA00017,LOT18907,347,93,0.268,3739078.95
550,95,TU00022,LOT14067,491,33,0.0672,1146356.31
551,96,MM00013,LOT62098,144,22,0.1528,970249.94
552,96,PA00019,LOT51467,422,6,0.0142,99694.08
553,96,TU00016,LOT73993,261,125,0.4789,1983007.5
554,96,CA00018,LOT75612,431,201,0.4664,9007286.37
555,96,MM00011,LOT23154,428,58,0.1355,2272224.82
556,96,MM00005,LOT19150,104,6,0.0577,13702.26
557,96,AP00009,LOT52622,363,111,0.3058,3404882.82
558,96,PA00009,LOT42591,363,41,0.1129,507454.54
559,97,MN00013,LOT89964,148,113,0.7635,2375358.31
560,97,MC00008,LOT80539,57,55,0.9649,2615783.5
561,97,SI00004,LOT76244,163,150,0.9202,7413589.5
562,97,MC00012,LOT82848,437,332,0.7597,3212707.56
563,97,PP00016,LOT21959,274,263,0.9599,6576893.6
564,97,PP00012,LOT75597,216,207,0.9583,9209794.32
565,97,PA00014,LOT96752,268,220,0.8209,670887.8
566,97,PA00020,LOT27154,426,403,0.946,14624805.52
567,98,PA00006,LOT85525,252,123,0.4881,359569.59
568,98,PP00006,LOT44687,248,63,0.254,2009812.14
569,98,PP00007,LOT63545,75,7,0.0933,157766.98
570,98,CA00011,LOT51245,205,79,0.3854,1185774.99
571,98,SI00019,LOT91678,135,28,0.2074,869220.24
572,98,MM00001,LOT82199,77,26,0.3377,1177282.86
573,98,MM00006,LOT47072,287,119,0.4146,2752851.99
574,99,TU00017,LOT31632,414,401,0.9686,17742192.87
575,99,PP00006,LOT44687,96,74,0.7708,2582167.1
576,99,CA00007,LOT31319,414,388,0.9372,14045739.68
577,99,SI00002,LOT27601,113,82,0.7257,2919619.02
578,99,PP00007,LOT63545,374,302,0.8075,8053449.1
579,99,MM00020,LOT70236,246,225,0.9146,10976485.5
580,100,TU00020,LOT46471,133,127,0.9549,1240087.69
581,100,MM00013,LOT62098,414,296,0.715,4764134.8
582,100,MN00015,LOT25220,423,393,0.9291,8986593.45
583,100,PA00017,LOT18907,370,279,0.7541,12562965.45
584,101,PP00018,LOT14809,161,141,0.8758,3427694.49
585,101,MM00008,LOT52176,259,215,0.8301,6548816.15
586,101,CA00002,LOT30926,53,40,0.7547,1112789.6
587,101,MN00002,LOT12875,367,326,0.8883,13426619.7
588,101,PP00017,LOT53228,156,111,0.7115,917365.05
589,101,SI00017,LOT89457,384,309,0.8047,2510115.15
590,102,CA00013,LOT66155,141,105,0.7447,1568138.25
591,102,PA00006,LOT85525,388,352,0.9072,10614024.96
592,102,MC00019,LOT88222,453,393,0.8675,19000909.41
593,103,MC00007,LOT30052,481,416,0.8649,6385100.8
594,103,MC00010,LOT97580,118,86,0.7288,3707545.14
595,103,CA00018,LOT75612,218,187,0.8578,4994332.42
596,103,AP00019,LOT45818,406,309,0.7611,1189971.36
597,103,MC00022,LOT11607,342,314,0.9181,9991464.3
598,104,TU00016,LOT73993,364,316,0.8681,8363123.28
599,104,TU00001,LOT95813,373,316,0.8472,12826768.64
600,104,MM00003,LOT76698,362,278,0.768,4235029.76
601,104,MM00016,LOT68153,149,104,0.698,226236.4
602,104,MN00006,LOT85965,370,347,0.9378,12886174.65
603,104,MC00003,LOT85470,156,146,0.9359,7292752.56
604,104,PA00012,LOT73092,261,186,0.7126,3372710.1
605,105,TU00013,LOT63424,331,263,0.7946,342013.09
606,105,TU00011,LOT47450,401,320,0.798,6530054.4
607,105,PP00020,LOT77952,341,301,0.8827,730451.75
608,106,MN00012,LOT24201,129,114,0.8837,5097038.04
609,106,PA00013,LOT44760,324,313,0.966,7405902.39
610,106,PP00014,LOT86955,466,384,0.824,14356473.6
611,107,MN00022,LOT86858,223,221,0.991,7005485.63
612,107,TU00019,LOT16590,481,360,0.7484,11044357.2
613,107,MC00003,LOT85470,145,127,0.8759,5507366.43
614,107,CA00017,LOT94012,434,343,0.7903,14760370.45
615,107,PA00017,LOT18907,413,293,0.7094,6234925.73
616,107,TU00006,LOT65724,304,292,0.9605,5608619.2
617,107,CA00008,LOT89840,474,466,0.9831,5401336.1
618,108,PP00020,LOT77952,224,218,0.9732,8041934.98
619,108,CA00007,LOT31319,318,252,0.7925,4293969.12
620,108,PP00014,LOT86955,443,425,0.9594,17546035.75
621,108,PP00019,LOT77449,314,283,0.9013,2123388.62
622,108,PA00018,LOT87924,420,298,0.7095,5957562.36
623,108,SI00005,LOT15778,492,421,0.8557,505780.98
624,109,CA00012,LOT28726,209,147,0.7033,5610431.4
625,109,PA00005,LOT77391,377,364,0.9655,6087222.96
626,109,MM00002,LOT70482,148,116,0.7838,3141455.16
627,109,AP00021,LOT79531,445,370,0.8315,2503009.3
628,109,MN00015,LOT25220,126,94,0.746,621204.64
629,109,AP00015,LOT56346,368,319,0.8668,1919228.41
630,110,SI00019,LOT91678,277,198,0.7148,479286.72
631,110,PA00022,LOT19016,395,282,0.7139,5582579.16
632,110,CA00019,LOT89818,94,77,0.8191,752303.09
633,110,TU00014,LOT61049,355,343,0.9662,10922512.58
634,110,MN00003,LOT89482,403,366,0.9082,11418998.7
635,110,TU00021,LOT16826,209,167,0.799,1788438.07
636,110,MM00007,LOT68529,438,394,0.8995,10693459.44
637,111,PP00010,LOT28643,288,242,0.8403,11476842.74
638,111,PA00003,LOT54313,123,117,0.9512,3653928.72
639,111,PP00007,LOT63545,236,192,0.8136,6773975.04
640,111,TU00014,LOT61049,390,311,0.7974,13428603.69
641,111,MN00022,LOT86858,216,180,0.8333,446929.2
642,111,MN00011,LOT69609,293,215,0.7338,5257599.25
643,111,AP00006,LOT49535,483,362,0.7495,13983745.06
644,111,AP00021,LOT79531,359,313,0.8719,8103422.89
645,112,MM00005,LOT19150,172,152,0.8837,4233124.0
646,112,PP00009,LOT96662,296,241,0.8142,4264492.59
647,112,MC00015,LOT58368,466,423,0.9077,9359416.44
648,112,MM00020,LOT70236,272,236,0.8676,4193210.24
649,112,MC00018,LOT35105,405,312,0.7704,10442016.0
650,113,MM00020,LOT70236,216,59,0.2731,2435468.67
651,113,MM00021,LOT98815,140,21,0.15,438561.69
652,113,PP00009,LOT96662,356,19,0.0534,776896.13
653,114,PA00014,LOT96752,464,324,0.6983,2653410.96
654,114,MM00017,LOT48452,126,105,0.8333,1604784.3
655,114,AP00018,LOT83526,365,318,0.8712,3366875.88
656,114,MN00009,LOT54396,398,383,0.9623,6008132.49
657,115,CA00003,LOT23396,239,231,0.9665,11186655.48
658,115,MN00003,LOT89482,50,45,0.9,1854760.95
659,115,PP00021,LOT36680,233,170,0.7296,2520802.5
660,115,MC00016,LOT53357,65,50,0.7692,1770443.5
661,115,PA00011,LOT16630,251,222,0.8845,7964674.02
662,115,TU00010,LOT93579,257,209,0.8132,5791561.38
663,115,CA00016,LOT82512,389,292,0.7506,2281796.04
664,116,MN00018,LOT57537,381,268,0.7034,9740626.16
665,116,PA00011,LOT16630,299,268,0.8963,13071373.04
666,116,PA00013,LOT44760,119,86,0.7227,2792411.4
667,116,CA00003,LOT23396,262,251,0.958,11241170.54
668,116,CA00019,LOT89818,406,357,0.8793,7803841.5
669,117,SI00014,LOT46585,345,293,0.8493,10786724.68
670,117,SI00004,LOT76244,414,352,0.8502,7438129.6
671,117,MC00021,LOT82529,329,287,0.8723,757573.81
672,117,MN00001,LOT73335,69,60,0.8696,2132354.4
673,117,CA00002,LOT30926,107,93,0.8692,4475638.95
674,118,CA00021,LOT41385,429,385,0.8974,13000348.9
675,118,MM00002,LOT70482,400,356,0.89,14278024.36
676,118,MN00003,LOT89482,209,184,0.8804,8330725.12
677,118,PA00001,LOT79163,323,301,0.9319,7216345.57
678,118,SI00019,LOT91678,312,303,0.9712,8824662.9
679,118,PP00011,LOT47828,219,180,0.8219,8652326.4
680,118,MN00008,LOT75771,458,361,0.7882,3324051.9
681,119,PP00012,LOT75597,369,261,0.7073,6460598.25
682,119,MM00017,LOT48452,114,97,0.8509,4143919.54
683,119,PA00022,LOT19016,192,148,0.7708,4613765.32
684,119,MM00015,LOT39817,190,181,0.9526,306966.95
685,119,CA00014,LOT21915,107,94,0.8785,4286065.36
686,119,MN00015,LOT25220,428,319,0.7453,7300637.19
687,119,TU00009,LOT81810,463,348,0.7516,13691663.28
688,119,AP00013,LOT72163,170,143,0.8412,5744199.89
689,120,AP00017,LOT82910,275,252,0.9164,2317613.76
690,120,MC00018,LOT35105,345,317,0.9188,5677061.07
691,120,AP00022,LOT52517,378,294,0.7778,12100163.88
692,120,MC00011,LOT37802,76,57,0.75,1170694.5
693,120,SI00017,LOT89457,204,171,0.8382,8116402.14
694,120,MN00016,LOT64935,322,247,0.7671,8519521.53
695,121,PP00005,LOT50026,399,393,0.985,2267944.05
696,121,MC00010,LOT97580,322,286,0.8882,13685958.0
697,121,MN00020,LOT22015,271,239,0.8819,7875343.97
698,121,TU00015,LOT61116,189,151,0.7989,2127182.3
699,121,MM00004,LOT82255,100,77,0.77,2281098.82
700,122,AP00001,LOT10371,260,189,0.7269,1151285.94
701,122,SI00003,LOT89276,278,223,0.8022,8147813.44
702,122,TU00015,LOT61116,178,134,0.7528,289616.88
703,122,MM00009,LOT15720,97,69,0.7113,2077782.51
704,122,CA00003,LOT23396,477,364,0.7631,11054629.04
705,122,MN00019,LOT17936,112,102,0.9107,701645.76
706,122,CA00018,LOT75612,488,430,0.8811,8351442.8
707,122,CA00004,LOT15695,441,427,0.9683,12270856.99
708,123,MN00016,LOT64935,268,243,0.9067,8191865.34
709,123,CA00020,LOT10074,444,353,0.795,3154528.02
710,123,MN00010,LOT83048,87,68,0.7816,275874.64
711,123,PP00007,LOT63545,248,198,0.7984,780688.26
712,123,TU00005,LOT74799,466,363,0.779,8199505.71
713,123,AP00021,LOT79531,301,299,0.9934,3239004.21
714,124,MN00004,LOT38705,416,323,0.7764,874742.14
715,124,MN00011,LOT69609,86,74,0.8605,982662.28
716,124,PA00006,LOT85525,278,196,0.705,4975924.52
717,124,PP00004,LOT39581,384,342,0.8906,15975432.18
718,125,AP00006,LOT49535,449,423,0.9421,1875954.24
719,125,AP00022,LOT52517,165,115,0.697,5491665.15
720,125,PP00016,LOT21959,468,437,0.9338,3032334.26
721,125,PP00013,LOT89129,324,317,0.9784,5892079.0
722,125,PP00002,LOT92502,399,315,0.7895,1166930.1
723,125,MC00016,LOT53357,381,277,0.727,7533483.13
724,125,AP00011,LOT66370,224,162,0.7232,3810617.46
725,126,SI00005,LOT15778,299,216,0.7224,6913462.32
726,126,TU00011,LOT47450,426,322,0.7559,885248.84
727,126,AP00003,LOT52437,62,56,0.9032,1683042.48
728,126,MC00012,LOT82848,300,244,0.8133,9721989.68
729,126,PA00006,LOT85525,379,300,0.7916,8148918.0
730,126,MN00008,LOT75771,477,450,0.9434,21762958.5
731,126,AP00001,LOT10371,58,41,0.7069,153613.47
732,126,MC00004,LOT23356,453,415,0.9161,8661000.2
733,127,MM00017,LOT48452,59,49,0.8305,2253163.57
734,127,SI00016,LOT15014,73,56,0.7671,1836269.68
735,127,CA00019,LOT89818,57,42,0.7368,144813.48
736,127,CA00010,LOT14207,207,195,0.942,1124627.4
737,127,AP00013,LOT72163,362,271,0.7486,8119452.68
738,127,PA00015,LOT81066,468,442,0.9444,2914901.6
739,127,PP00016,LOT21959,354,332,0.9379,3920272.6
740,127,MN00014,LOT95097,461,350,0.7592,6135433.5
741,128,MM00016,LOT68153,138,110,0.7971,760818.3
742,128,MM00008,LOT52176,122,113,0.9262,1043497.37
743,128,PA00014,LOT96752,239,206,0.8619,4633846.4
744,128,TU00017,LOT31632,347,247,0.7118,1456909.74
745,128,SI00011,LOT97806,483,429,0.8882,8335650.18
746,128,AP00020,LOT96159,130,91,0.7,2262388.31
747,128,CA00012,LOT28726,53,37,0.6981,1716086.27
748,128,MM00020,LOT70236,411,368,0.8954,16360853.12
749,129,MN00010,LOT83048,260,200,0.7692,1910580.0
750,129,TU00004,LOT72277,404,287,0.7104,2818345.74
751,129,MM00002,LOT70482,305,269,0.882,1429207.76
752,129,PP00006,LOT44687,473,442,0.9345,7975810.44
753,130,PP00020,LOT77952,191,136,0.712,886894.08
754,130,SI00013,LOT39219,126,114,0.9048,5524453.68
755,130,PP00009,LOT96662,292,247,0.8459,2180570.34
756,130,AP00022,LOT52517,72,51,0.7083,961118.46
757,130,MN00007,LOT33021,157,130,0.828,2259457.2
758,130,MN00015,LOT25220,462,446,0.9654,10349086.58
759,130,SI00010,LOT33206,103,94,0.9126,4353911.74
760,131,AP00009,LOT52622,216,178,0.8241,6694090.5
761,131,PP00004,LOT39581,216,166,0.7685,1061820.66
762,131,MM00020,LOT70236,166,121,0.7289,4495107.65
763,131,MM00017,LOT48452,495,376,0.7596,16798510.64
764,132,MN00003,LOT89482,241,178,0.7386,6456280.72
765,132,PP00007,LOT63545,373,301,0.807,4278724.03
766,132,SI00002,LOT27601,221,163,0.7376,5691686.16
767,132,MC00012,LOT82848,80,62,0.775,399549.7
768,133,PA00019,LOT51467,94,77,0.8191,2045633.59
769,133,MN00010,LOT83048,491,490,0.998,14693855.4
770,133,MN00003,LOT89482,478,400,0.8368,684276.0
771,133,PA00022,LOT19016,269,247,0.9182,3232254.35
772,133,MM00016,LOT68153,217,180,0.8295,2141625.6
773,133,MM00010,LOT96991,352,346,0.983,15837797.08
774,133,SI00015,LOT53404,52,42,0.8077,133013.58
775,134,MC00013,LOT82768,92,79,0.8587,127089.67
776,134,PP00013,LOT89129,424,348,0.8208,4065447.36
777,134,AP00003,LOT52437,233,183,0.7854,5990389.71
778,134,PA00004,LOT92719,96,67,0.6979,2263443.58
779,134,PP00006,LOT44687,132,120,0.9091,5164581.6
780,134,PP00017,LOT53228,432,378,0.875,18463266.36
781,134,SI00018,LOT10221,287,267,0.9303,11704145.25
782,135,CA00019,LOT89818,435,339,0.7793,16054592.52
783,135,MC00011,LOT37802,327,285,0.8716,3177798.45
784,135,AP00001,LOT10371,400,289,0.7225,12762679.28
785,135,TU00020,LOT46471,426,417,0.9789,10934611.53
786,135,MM00004,LOT82255,395,319,0.8076,1124975.83
787,135,CA00009,LOT93886,246,199,0.8089,6236170.46
788,135,TU00010,LOT93579,237,191,0.8059,6257247.86
789,135,MC00022,LOT11607,410,295,0.7195,10548468.4
790,136,PP00013,LOT89129,165,26,0.1576,1169966.72
791,136,AP00013,LOT72163,307,104,0.3388,1516332.48
792,136,AP00017,LOT82910,82,15,0.1829,347521.8
793,136,MM00017,LOT48452,306,80,0.2614,561020.8
794,136,AP00004,LOT24896,413,109,0.2639,4517349.13
795,136,SI00010,LOT33206,199,44,0.2211,837722.6
796,136,AP00015,LOT56346,394,186,0.4721,7557366.0
797,136,AP00019,LOT45818,83,7,0.0843,310204.79
798,137,PA00021,LOT70068,406,302,0.7438,2529071.82
799,137,TU00005,LOT74799,154,131,0.8506,4157485.43
800,137,PA00007,LOT22704,200,164,0.82,5647794.28
801,138,SI00005,LOT15778,380,304,0.8,8924385.12
802,138,CA00017,LOT94012,385,344,0.8935,5844219.44
803,138,CA00006,LOT47930,353,317,0.898,8552073.55
804,138,SI00016,LOT15014,330,275,0.8333,4372508.25
805,138,MM00002,LOT70482,117,113,0.9658,1810063.38
806,139,MC00003,LOT85470,366,357,0.9754,12808731.6
807,139,TU00007,LOT83060,196,147,0.75,1410113.67
808,139,PP00007,LOT63545,412,374,0.9078,12585638.56
809,139,PA00021,LOT70068,128,95,0.7422,639250.25
810,140,SI00009,LOT56357,390,310,0.7949,5533035.0
811,140,MM00012,LOT63736,240,200,0.8333,9759564.0
812,140,AP00006,LOT49535,323,255,0.7895,11755821.3
813,140,CA00009,LOT93886,257,251,0.9767,9703004.89
814,141,MM00008,LOT52176,436,213,0.4885,6200994.45
815,141,PP00020,LOT77952,125,49,0.392,1798233.85
816,141,TU00019,LOT16590,276,46,0.1667,299159.62
817,141,MN00012,LOT24201,295,132,0.4475,1033789.68
818,141,AP00005,LOT69245,332,19,0.0572,42084.62
819,141,TU00010,LOT93579,366,153,0.418,3496456.98
820,141,PP00012,LOT75597,97,15,0.1546,461991.15
821,141,TU00009,LOT81810,149,43,0.2886,511057.15
822,142,MN00018,LOT57537,359,306,0.8524,1146376.98
823,142,PA00001,LOT79163,391,316,0.8082,2606794.6
824,142,PP00022,LOT25915,487,403,0.8275,8027566.56
825,142,MC00013,LOT82768,56,43,0.7679,783305.2
826,142,SI00006,LOT67912,278,267,0.9604,1413052.11
827,142,PP00016,LOT21959,422,407,0.9645,15195288.02
828,142,TU00016,LOT73993,262,246,0.9389,3725195.22
829,142,MN00001,LOT73335,462,424,0.9177,19075107.04
830,143,TU00012,LOT29769,83,81,0.9759,2425404.87
831,143,PP00012,LOT75597,242,175,0.7231,3686124.75
832,143,MM00003,LOT76698,189,155,0.8201,4376406.4
833,143,TU00020,LOT46471,413,359,0.8692,16452514.07
834,144,MM00018,LOT99364,287,220,0.7666,8749347.2
835,144,TU00012,LOT29769,128,99,0.7734,4736684.7
836,144,PP00017,LOT53228,477,424,0.8889,3003900.08
837,144,MM00012,LOT63736,390,377,0.9667,8083136.36
838,144,AP00014,LOT27054,301,292,0.9701,9517596.92
839,145,PP00014,LOT86955,405,382,0.9432,7367599.62
840,145,MM00013,LOT62098,425,370,0.8706,15694926.4
841,145,PP00002,LOT92502,133,116,0.8722,946643.52
842,145,TU00001,LOT95813,286,275,0.9615,2100826.75
843,145,MN00007,LOT33021,133,95,0.7143,1776215.95
844,145,MN00022,LOT86858,375,365,0.9733,6731778.95
845,145,PP00012,LOT75597,198,155,0.7828,5007798.9
846,146,TU00017,LOT31632,235,171,0.7277,5031211.59
847,146,TU00015,LOT61116,471,350,0.7431,2698682.0
848,146,MN00022,LOT86858,194,157,0.8093,3887327.85
849,146,TU00012,LOT29769,224,218,0.9732,1959477.74
850,146,TU00004,LOT72277,161,120,0.7453,1420147.2
851,146,AP00003,LOT52437,146,137,0.9384,3887253.07
852,146,AP00001,LOT10371,403,382,0.9479,10221170.18
853,147,PA00008,LOT98259,295,237,0.8034,8262170.76
854,147,PA00012,LOT73092,121,114,0.9421,5084011.26
855,147,CA00005,LOT48427,355,304,0.8563,14754779.84
856,148,PA00015,LOT81066,267,242,0.9064,9539025.32
857,148,AP00001,LOT10371,89,62,0.6966,1533166.38
858,148,SI00015,LOT53404,270,192,0.7111,1206345.6
859,148,TU00013,LOT63424,456,409,0.8969,12296842.67
860,148,PA00011,LOT16630,290,213,0.7345,2853690.93
861,148,SI00010,LOT33206,83,65,0.7831,97717.75
862,148,PA00012,LOT73092,99,92,0.9293,4239802.52
863,148,CA00021,LOT41385,155,135,0.871,1458162.0
864,149,PA00020,LOT27154,308,268,0.8701,1569456.24
865,149,PP00019,LOT77449,346,321,0.9277,8639105.1
866,149,AP00011,LOT66370,416,315,0.7572,4665458.7
867,149,MN00003,LOT89482,436,375,0.8601,18264532.5
868,149,SI00018,LOT10221,100,97,0.97,4472027.86
869,150,PA00006,LOT85525,258,189,0.7326,9307497.78
870,150,SI00003,LOT89276,113,94,0.8319,2487865.1
871,150,MC00003,LOT85470,303,281,0.9274,9984438.61
872,150,MC00010,LOT97580,335,307,0.9164,1544256.05
873,150,MC00021,LOT82529,302,221,0.7318,3292228.16
874,150,SI00011,LOT97806,357,328,0.9188,11370211.84
875,150,PP00022,LOT25915,480,399,0.8313,11228610.12
876,150,SI00015,LOT53404,198,197,0.9949,4328113.64
877,151,MN00019,LOT17936,252,209,0.8294,6953191.74
878,151,PP00016,LOT21959,93,68,0.7312,1383511.68
879,151,PA00005,LOT77391,405,355,0.8765,2124458.45
880,152,TU00021,LOT16826,112,13,0.1161,283536.63
881,152,SI00008,LOT50404,305,42,0.1377,1510370.4
882,152,MM00021,LOT98815,347,102,0.2939,3882001.68
883,152,MC00016,LOT53357,460,148,0.3217,3050507.92
884,153,AP00021,LOT79531,178,150,0.8427,1846540.5
885,153,PP00007,LOT63545,118,83,0.7034,3083625.96
886,153,PA00006,LOT85525,475,342,0.72,11705722.92
887,153,PA00010,LOT70637,141,114,0.8085,3908035.14
888,154,SI00008,LOT50404,183,157,0.8579,6384342.2
889,154,TU00010,LOT93579,326,281,0.862,13397079.64
890,154,MN00016,LOT64935,66,65,0.9848,2868200.4
891,154,PP00018,LOT14809,110,89,0.8091,1460792.6
892,154,PP00016,LOT21959,242,201,0.8306,555377.07
893,154,PP00020,LOT77952,140,121,0.8643,5222078.07
894,155,AP00008,LOT52219,341,307,0.9003,10236561.95
895,155,MC00012,LOT82848,400,344,0.86,8263258.4
896,155,PP00015,LOT71669,337,322,0.9555,8316477.54
897,155,AP00020,LOT96159,250,194,0.776,5812474.74
898,155,PA00007,LOT22704,243,215,0.8848,3931365.3
899,156,MC00002,LOT31992,370,296,0.8,1707964.4
900,156,AP00014,LOT27054,226,225,0.9956,4766523.75
901,156,MM00018,LOT99364,78,70,0.8974,919315.6
902,156,CA00007,LOT31319,381,302,0.7927,1558969.3
903,156,AP00020,LOT96159,402,289,0.7189,4606865.19
904,157,MC00021,LOT82529,351,248,0.7066,4094281.6
905,157,MM00014,LOT92155,342,279,0.8158,8106174.81
906,157,PP00022,LOT25915,463,391,0.8445,13627261.03
907,157,MC00020,LOT49618,155,124,0.8,3178821.84
908,157,TU00003,LOT40784,441,396,0.898,3629233.08
909,157,CA00006,LOT47930,203,164,0.8079,3667625.48
